appliance_type,file_id,active_power,apparent_power,power_factor,rms_v,rms_i,thd_i,crest_factor_i,h2_i_norm,h3_i_norm,h4_i_norm,h5_i_norm,h6_i_norm
Compact Fluorescent Lamp,222,17.375956728124997,36.59649789364927,0.4747983476074718,120.00019434384674,0.30497032187119816,0.8462435673746959,5.705473205798942,0.004812921676458807,0.7483524716435587,0.006818806760583682,0.39494473038011757,0.006764104693338405
Fan,223,34.18972718577551,57.72058995484035,0.5923315616234172,119.9998996833525,0.48100531839734434,0.11818978146444395,6.2161474845274975,0.005825997680922637,0.11718852572563979,0.0005751844067004177,0.01416759044191829,0.0008247277455742775
Fan,224,37.91762969327273,59.71392566517286,0.6349880579931048,119.99967916399048,0.49761737765622144,0.10999258739316688,4.320588662169523,0.003987830216760928,0.10936791021188848,0.001620750052367551,0.010881451488732659,0.0003064151695774508
Fan,225,32.54098349158197,55.04936508098286,0.5911236840554125,120.00098990013082,0.45874092477734507,0.12281027980355229,3.291618249958612,0.0033345966528537246,0.12185509031271372,0.001375602230948376,0.014787206120251327,0.0014242573957584143
Fan,226,35.89602151951999,57.611581744352414,0.623069536240234,119.99944795236588,0.4800987231809724,0.12520996026645875,1.728811096394299,0.002460988503593419,0.1241830183329017,0.001498930344849738,0.015695594548581597,0.0012071299977141434
Fan,227,35.341815392085714,57.86401092659952,0.610773688621703,119.99898410016826,0.4822041733144838,0.1272064774745559,5.640764121355025,0.005709003439523946,0.1260663604447156,0.0007554266382777889,0.015981556666397244,0.0004325881969687622
Hairdryer,228,491.0045682259593,511.8296540571476,0.959312467212259,119.99891559136309,4.265285661414648,0.10083558040685421,1.7912047648096037,0.09788331589857914,0.016755990504148825,0.014410870677340457,0.009704248096181017,0.0020154161157775177
Hairdryer,229,478.47094547398234,503.5283688833691,0.9502363224043276,120.00142151745679,4.196020034730339,0.10395871012176125,1.7302109951595046,0.1002732625222794,0.017699631098823988,0.016526163695644334,0.012564663249809463,0.002902489139965637
Hairdryer,230,387.61835494391886,454.04910144222384,0.8536925934060943,120.00007759682585,3.7837400653000413,0.10500505997369929,1.7575203066896383,0.10083978353018272,0.01839553991455434,0.017644348933755574,0.01386880897264401,0.003916360210998721
Hairdryer,231,405.2528441268343,465.4208451986009,0.8707234502010924,119.99960987482247,3.8785196525564074,0.10864166049973144,1.9182576514975636,0.10373564019995964,0.019605311656981074,0.019327885131903193,0.01608349043235733,0.005031231968046285
Hairdryer,232,489.8661994431552,513.1461382396358,0.954632926058173,119.99720372667456,4.276317466600823,0.108573784122283,1.6415993561815903,0.10379385940699612,0.01900779201695915,0.019178302933598297,0.016118077415264578,0.005119127630322238
Hairdryer,233,486.015777144,509.9152980038581,0.9531304101810312,119.99974377651957,4.249303223125994,0.10969570111341434,1.6614488609749811,0.1042054809163009,0.01916420015360073,0.0210415574590557,0.018172200973412257,0.005841403403111337
Laptop,234,16.223669388203007,32.919030889258146,0.4928355710950463,119.99909080195046,0.2743273358928073,1.031643960606706,4.848222637643717,0.0012150667254743684,0.8739744165044874,0.00095317354150516,0.5481371460879904,0.0011246792864411422
Laptop,235,16.5354879615641,33.499210136198265,0.4936082938772439,119.99993401715317,0.27916023796654577,0.7955443370324856,4.549358494787482,0.002712997248902856,0.7396020085554474,0.0025898691958118787,0.293021861959964,0.0019446753448001928
Laptop,236,16.459743070868264,33.379154554899635,0.49311443894711177,119.99999169313756,0.27815964054611253,0.7498796463789844,4.8892786794299266,0.0019073871877173412,0.7096541145469671,0.000941568053933988,0.2422926434375589,0.0005215551616701746
Laptop,237,15.999411413956524,32.643578783509135,0.4901243065309708,119.99975681524788,0.272030374476236,0.7631145997123855,4.4112720952962166,0.0038237399099253474,0.7193551699150748,0.0030138355291849826,0.2546470798161302,0.0017867177364591018
Laptop,238,16.953469639494116,34.18641194002283,0.49591251837828276,119.99907905207468,0.28488895256593866,0.603934659867518,4.317471733886598,0.0030511669293699193,0.5974008557917673,0.0035762232934387268,0.08838879544913877,0.0038226607139125275
Microwave,239,473.95820179357236,877.4411136968461,0.5401595553195423,119.99966409569015,7.3120297486596035,0.07400271888866013,3.040195508514591,0.056550386531217654,0.03238101295620326,0.03410979749973148,0.004121465637406597,0.007032881453651489
Microwave,240,435.7092008865526,840.9551928278921,0.5181122663876859,119.99944412942162,7.007992403039021,0.07621472510565337,3.180654132891743,0.05819282992883722,0.03329887154988178,0.035354500254904844,0.004243109711254871,0.006746803169827797
Microwave,241,395.10368868633776,810.7879598101182,0.4873082831408458,119.99919846925401,6.756611462016197,0.11144263961488668,3.3108311948612053,0.05446157996614013,0.08859917341244047,0.03596306736191071,0.015849502403360402,0.0076834733061345376
Microwave,242,449.98416055875344,860.196987944373,0.5231175729109306,119.99942616864602,7.168342511367183,0.10041809711139799,3.1206656161486177,0.06108957412392082,0.06975875386531988,0.03483242813478657,0.014970861213095063,0.006938997388890868
Microwave,243,233.36371058807742,640.1246098898274,0.36455981692102407,120.00033238425091,5.334356973613172,0.27047427025909987,4.184196916405798,0.04591765721096061,0.25642017146231927,0.03779146765105088,0.06166281544173837,0.008130034456372656
Incandescent Light Bulb,244,51.51977261619277,55.90959475295087,0.9214835636681767,120.00042011634562,0.4659116584653961,0.018949676083854977,7.83410316887593,0.0042352241412868755,0.014954711557200644,0.002215753471386258,0.010523762930546294,0.0013603502242860413
Incandescent Light Bulb,245,49.38322198613923,54.85021168770681,0.9003287401570256,119.99915996446173,0.4570882971510046,0.019225414602100706,7.7009191045578795,0.004509563580289617,0.01525517277365463,0.0027154355294471944,0.010269609791125798,0.0019291529766630976
Incandescent Light Bulb,246,48.946018233181825,54.299470193653256,0.9014087625279047,120.00001560723459,0.45249552609541194,0.019789776635524142,7.867481101347615,0.004830796262416342,0.0158040608065539,0.0023881763277864864,0.0105091300498198,0.0015443860272235238
Incandescent Light Bulb,247,50.217011938153156,54.51227040186025,0.9212056582482663,120.00035581548933,0.4542675730535121,0.01887663053544742,9.245652230398681,0.005180867260836221,0.01381209568422934,0.0028441406558883113,0.01139133433559319,0.0009274554390015073
Incandescent Light Bulb,248,45.37682039606957,52.070250420688915,0.8714538537736729,119.9997734271915,0.4339195727922099,0.024303532955144643,16.2242047637967,0.009604083424583128,0.01954158247382846,0.004632566299785338,0.009398686315139322,0.002598821871871083
Fan,249,24.33115545365094,26.340483105697285,0.9237171298649515,119.99989241348975,0.2195042226782549,0.06338324148890492,2.004517246326252,0.009489637452653367,0.052101827718949556,0.001606133177793221,0.034759376712481416,0.0014098573608467416
Fan,250,23.845061055484127,25.925403799801956,0.9197565923993932,119.99992163829816,0.21604517274557805,0.06622136182728604,1.6663181844102015,0.004574641828241523,0.05194597397378767,0.0013972276820001836,0.04064224824011713,0.003494655220699413
Fan,251,22.665291081000003,25.59397566517181,0.885571330437844,120.00015666119567,0.21328285210020986,0.06942133407103103,2.5318491134312278,0.005331376778129308,0.053527452860656875,0.00354373948196727,0.04370533271756159,0.0017307913313455137
Fan,252,22.18341671841667,25.351326327377517,0.8750396895195284,120.00045806723742,0.21126024629983434,0.06598692567097783,1.656724377303135,0.003272241381792862,0.05064129518140931,0.005573077764705069,0.041758220908937216,0.0020537304946739486
Fan,253,23.316980842783334,25.52014388471321,0.9136696465395091,119.99982015975536,0.21266818442509605,0.06566996072516787,2.304058791514173,0.004182792299749103,0.05035641517624575,0.005191291723425475,0.041232398676809355,0.005676198588735444
Laptop,254,59.64747678716437,64.70830606342652,0.9217901134469265,119.99938296698116,0.5392386565956889,0.2855610417771809,1.947189777952567,0.000798866092785698,0.28226693192114793,0.0011249390848901075,0.04321445025564704,0.0010465843559818596
Laptop,255,59.91259610653624,65.01970864319519,0.9214528541694189,119.99961042005569,0.5418326644194534,0.2832039591487595,2.1777941373547693,0.0019264352699406566,0.2800376662342951,0.0008644236844771794,0.04215849689088681,0.0012612399959349488
Laptop,256,59.888556545364715,64.97601605462194,0.9217025016587588,119.99943339280088,0.5414693571254816,0.2784284924404495,2.1792553622319635,0.0022012606569941405,0.27550588044459234,0.000560150519618525,0.04014851938748643,0.001368326357042868
Laptop,257,60.14326282994203,65.20536729417472,0.9223667517829484,119.99956168237041,0.5433800455602354,0.282904947981594,2.0427691614173438,0.0029642539881065207,0.27954669443827956,0.000495264193316205,0.04334268029534999,0.001111394433783544
Laptop,258,60.555926819855074,65.71838742819303,0.921445719982422,120.00086009516005,0.547649303313982,0.2833161436339157,2.0268445395311816,0.0023067563874734627,0.27966907712801503,0.0009005716802620251,0.04524009793409762,0.0006677772748339518
Microwave,259,557.6900624011788,862.2374390982943,0.646794069838114,120.0008231769892,7.185262702961466,0.49398947411868954,7.875842866075859,0.049310797781114815,0.4691834654186478,0.025591382562952708,0.14410202149569187,0.006372603813962674
Microwave,260,536.3134205644299,857.6176095203708,0.6253526217405532,119.99903071174982,7.1468711408216095,0.5166563938596008,6.295062428511607,0.049520204392415015,0.48769319053464205,0.025495804726252323,0.16110002895259268,0.005803032992866391
Microwave,261,616.6099580649859,887.7811586427034,0.6945517508027526,120.00278112258343,7.398004865702492,0.4839122787758293,4.8445493954939085,0.053495334881902515,0.4550829251978126,0.024204652564025292,0.1536109966236944,0.005164339243437391
Microwave,262,569.687029840474,898.3349654758308,0.6341588068307257,119.99950151397873,7.48615581016546,0.498310321849628,11.057744735634936,0.060493928432018076,0.46417842698088,0.023687066846199412,0.16908523954832128,0.006415141573494826
Microwave,263,553.4571213987966,864.7170485359608,0.6400441882530782,119.99905404014264,7.206032209609683,0.5013336246500342,6.2794612463230965,0.04940354371618136,0.4631435230281653,0.02560143737429232,0.18351441630409768,0.007732759082016811
Compact Fluorescent Lamp,264,13.072599403495728,28.48299427351444,0.45896155712995323,119.99998291139134,0.23735831941364893,0.7396583175369925,21.14945881147544,0.01446648521997533,0.6691070115339435,0.006442379039188787,0.3148451903716331,0.0034578136611676026
Compact Fluorescent Lamp,265,13.653314204722221,29.81815812257525,0.45788590122155576,120.0000319746533,0.24848458481139002,0.7352593813431403,48.97688123888059,0.016790799319649947,0.6607241079428415,0.01586345122141901,0.3216286415501942,0.008452688587855167
Compact Fluorescent Lamp,266,13.718611257113404,29.436422524240673,0.46604206899857586,120.0030777072562,0.24529722975980597,0.7240753816468174,15.328342695438412,0.005485973632432451,0.6559171892352702,0.003952710769016657,0.3066082486389482,0.0018604327788874647
Compact Fluorescent Lamp,267,14.035036930930435,30.731436100048626,0.4566996766841048,120.00002591440898,0.25609524552909746,0.7319733650970899,59.97768513142819,0.01194377401985817,0.6590047284571946,0.002155665977648734,0.3183405519757866,0.003125286662683174
Compact Fluorescent Lamp,268,12.26072028808209,28.164803701757265,0.43532063698768536,119.99980441112722,0.23470708006542074,0.7469441275421639,26.841968287637417,0.004328232997701017,0.670378139015103,0.004059859110084392,0.32936568223699453,0.0013083226110541034
Fan,269,42.160314113415836,46.365677870960134,0.9093000695633481,120.0004758878423,0.38637911664863334,0.03854722617241372,1.7599294855740886,0.0008528390800166924,0.0351700407461591,0.0013188329123930641,0.015696917902679325,0.0003114371687132853
Fan,270,37.20913013173914,43.51118134690729,0.855162488811256,119.99929411632941,0.3625953108084685,0.039650736101403336,2.040842718980681,0.003896481447002569,0.03513588952061706,0.002446269467353457,0.017642854631186342,0.0022832037725983786
Fan,271,38.22821716671774,43.83163313086244,0.8721604566406342,120.00033707741431,0.3652625834091273,0.03826339825261429,1.8069192684341828,0.0005132272231516214,0.034788035034253595,0.0015082843094121443,0.015831842219712358,0.0008334941410959687
Fan,272,45.15810378732259,47.523040374040235,0.9502359998833427,120.00037677194787,0.3960240930272608,0.03544324574584123,1.6160632932904535,0.0022972187828877375,0.032916874578197905,0.0017370288357899315,0.012795716464900462,0.0008235252517912311
Fan,273,39.6928077102817,44.60908787639218,0.889791959438107,119.99929550548035,0.3717445814034374,0.037426692284204144,1.7754125628632422,0.0011219991632993903,0.034224826517068735,0.0011819208008541722,0.015043917294738153,0.0006657918144564516
Hairdryer,274,117.55801326380436,139.69862744267698,0.841511584013539,119.99984792418007,1.164156704023019,0.48538387221512264,2.585562570398154,0.4711726213711398,0.03786891960715317,0.10098769478431524,0.03430340039360597,0.028010202215763377
Hairdryer,275,116.51385717614284,138.79512877517675,0.8394664726661583,120.00054690770104,1.1566208017529425,0.48798178153393984,2.844493195188749,0.4738524770522362,0.04051920327031832,0.09975989026032894,0.03377328795201603,0.029250172358358813
Hairdryer,276,119.59347607758622,140.3330644732868,0.8522116760327108,120.00060409686587,1.1694363168372748,0.48683268224813103,2.573889622429809,0.47251190161755774,0.03891716301504264,0.10106955349909763,0.03523794494226687,0.027699284273578016
Hairdryer,277,115.62189497771428,138.15175514448615,0.8369194792841467,119.99960148499204,1.151268449518679,0.48883380706520635,2.6405657179878075,0.4739321471567375,0.038519073774130705,0.10343131752119405,0.03581832043406201,0.0297002062949716
Hairdryer,278,121.03175480504953,141.4413263788349,0.8557029116149505,120.00030184028967,1.1786747550608785,0.4890130150404934,2.570683716597884,0.4740396613746361,0.03876499436841095,0.103546849962813,0.03639390755773677,0.029511639905109334
Heater,279,997.978675263066,1061.6940448531868,0.9399870707582884,120.00067976004917,8.847400256199615,0.043288735354129,1.7609692733277968,0.000783986146929921,0.036864709363316095,0.0002538838590432575,0.022674827991074002,0.0002844229259365554
Heater,280,1176.9151896087026,1258.688979606047,0.935032568551654,120.00087732155602,10.488998144848946,0.0388112402811098,1.620745829605142,0.0010615376036929313,0.03172428410207438,0.0002716597301112074,0.022327513797104796,0.0004045206002015541
Heater,281,1247.5417061650962,1350.0561425414492,0.9240665383119757,119.99964350880013,11.250501277051237,0.03730327246624206,1.586595971186672,0.0006420471865387472,0.03054309278737209,0.0003355193695618593,0.02140235556113867,0.000260764779398868
Heater,282,1341.4351230315324,1431.3523728216717,0.9371802139728301,119.99970052880431,11.927966207533116,0.0327930659411451,1.5216340895179057,0.0005060911338457944,0.028416806881030928,0.00020000810428889235,0.016357325315232703,0.00010971581742435366
Heater,283,1381.7714798076076,1465.9129986970756,0.9426012874131997,119.9999590539523,12.215945824098133,0.034342684713967814,1.5054094267283376,0.0008285337685938489,0.029568073049713865,0.00020310400945841909,0.017447527338649085,7.155286519656596e-05
Microwave,284,830.613498253451,1069.4385346501456,0.7766818487844901,120.00004103881241,8.91198474094063,0.1262425894652282,3.0397269281164343,0.003850090521661008,0.07813817866135447,0.001193674950071586,0.0990722473958789,0.0002411833135837672
Microwave,285,688.8195021703588,961.432505775485,0.7164512308794486,120.00004176179876,8.011934759855649,0.11677404376259559,2.372710284069076,0.00466513811774362,0.07192637336687885,0.0008452562848334496,0.09186910004455735,0.0006038179488611448
Microwave,286,681.7388109441858,949.2564298394072,0.7181819258885828,119.99991525767607,7.910475834929274,0.12645150857892468,3.2968939598856855,0.006671186099610992,0.0844685452730709,0.002374245153059302,0.09383247551312195,0.0006112744015094159
Microwave,287,573.8025701253222,820.0870259116854,0.699684974881086,119.99960919509812,6.8340808058663685,0.09276850687022947,2.8313976011799538,0.00644668545429834,0.06000724853190699,0.0004962253050448195,0.07044695537471612,0.0007392402143308125
Air Conditioner,288,460.74176623070144,860.5862005048023,0.5353813086480352,119.99997847184528,7.171552957459199,0.14354255124620738,7.704049642767256,0.006883327712391697,0.12239285469731835,0.0019691848644624683,0.07465254155016539,0.00043964529499433686
Air Conditioner,289,2997.997211911416,3863.256432771232,0.7760285303558948,119.99934848760753,32.193978396226,0.06136329303995767,1.7105683343086198,0.0030090579872039777,0.05808289672992821,0.000304103056002523,0.01956177933716894,0.0001439468412149267
Air Conditioner,290,605.084977528111,930.7181004907853,0.6501270118299389,119.9998770975306,7.75599211434474,0.14189795620615425,6.854055447230324,0.001185247217611321,0.1238373326074643,0.0013658754470708616,0.06924057055123971,0.0013483290351254252
Air Conditioner,291,2815.349127073533,3709.950125337862,0.7588644137950888,120.00000612381034,30.916249466771784,0.06095038556421715,1.753446842194229,0.0032302162027301688,0.0576490951134065,0.0005743325910831525,0.019512268167791412,0.00019639078077648332
Air Conditioner,292,491.28426656903326,960.835151633713,0.5113096307245838,119.99972039542045,8.006978253512509,0.12126742186709358,6.56552301449533,0.00846184119308239,0.10753633365668515,0.0017645913058554723,0.055374102262083856,0.0008466461978696944
Incandescent Light Bulb,293,19.035584550579546,21.253550248088988,0.8956425786929941,119.99991232940346,0.17711304813079645,0.040697793638837194,14.962195207904715,0.025662239244544707,0.026784482268296113,0.007222082562597503,0.014984680255215724,0.001911092554648042
Incandescent Light Bulb,294,20.0545246440297,21.734655453894064,0.9226980702119507,119.99962839351794,0.18112268966882994,0.034980192549017325,15.34871199783436,0.01579367791047347,0.025754736840630545,0.010132972167312373,0.012403208202593793,0.0073722751193915905
Incandescent Light Bulb,295,18.940476610920456,21.214402355317624,0.8928121704155769,120.0001255645049,0.17678650131006762,0.022963208778794247,10.351469068276568,0.004941891921151621,0.016265559459638295,0.0023151484620224836,0.015136782488835916,0.001958606802700831
Incandescent Light Bulb,296,19.72067922493221,21.483024734387953,0.9179656714431487,119.99963641167325,0.17902574855050263,0.02514270650239483,15.36091887488594,0.001587663393721021,0.015934626940910836,0.004924087873362159,0.018625982727980248,0.002132792887317776
Incandescent Light Bulb,297,19.993846421887326,21.56251764431688,0.927250089794454,120.00004803592563,0.17968757510714906,0.026122694412258857,16.36173229143337,0.0021068271009508227,0.017657840071830435,0.003771141290298589,0.018636094167873943,0.002152118596954783
Fan,298,84.15569434877223,88.46441951853271,0.9512942582655185,119.99968186559816,0.7372054504078975,0.05802945693725625,1.7362866746193655,0.001684428310190991,0.056535147088994146,0.0012343783046424922,0.012904993426830345,0.0005432975068919601
Fan,299,78.29944404189334,86.69374030428268,0.9031729830443748,120.00003033565703,0.7224476532363204,0.045385033617817865,1.730229165255675,0.0034624080831723585,0.0435733378149059,0.0016036799155297048,0.012087787582369551,0.0007006001114548018
Fan,300,85.41565671875,88.62265712318344,0.9638128610838672,119.99993991583754,0.7385225124724172,0.05387046507028708,1.6113252878590412,0.002243754653490429,0.05224112580553198,0.002202186407056198,0.012737022916720476,0.0008808908911186736
Fan,301,73.62191678741,83.40183345943042,0.8827373899786302,119.99994962868544,0.6950155705689862,0.044396246399959094,1.726580023261349,0.0007478367237144933,0.0426357711129813,0.0011658894885192774,0.012221967311083576,0.0013866048425482322
Fan,302,77.93497163880001,85.40382012272043,0.9125466697720533,120.00015672125926,0.7116975715381734,0.046519808944381034,1.7563640090810029,0.002235900748504697,0.044911581047784664,0.001442995544488735,0.01178569217514551,0.001028826352753034
Laptop,303,35.85754158236487,69.50960549879042,0.515864553180191,119.99988905926399,0.5792472480075537,1.2020095969293105,5.403564731237503,0.04270595832025741,0.9334231505815521,0.0430452947298155,0.7535898782430922,0.04442850665626694
Laptop,304,40.14013025169231,76.92312181678057,0.5218213887275679,120.00035483581493,0.6410241196538723,1.1309646927198456,4.555210811063841,0.04310714136677295,0.9022832482289457,0.04495987138522391,0.6777139138111082,0.04231207273765092
Laptop,305,39.77629636785001,76.21624141739605,0.5218874038935647,120.00018408499083,0.6351343708224269,1.0810691737853537,4.329792444454018,0.03831720288827023,0.8770654068122193,0.04194518043203321,0.6282657884217906,0.03900414827108216
Laptop,306,40.91462782869072,78.12915523980385,0.5236793832354949,119.99882228974114,0.6510826835546636,1.031658513617863,4.8073771259149325,0.03484777850262663,0.8553282607334104,0.03896574183256926,0.573440044177237,0.03415661197858599
Laptop,307,40.77661501542575,77.11409508384756,0.5287829024134769,120.0002466601332,0.6426161381338777,1.0613967524609604,4.606171280720834,0.03069836052350905,0.8687486751627767,0.03435221784070486,0.6072085015655976,0.031846145051616224
Microwave,308,599.2196917692407,1019.3026103926233,0.587872223282572,120.00016087882459,8.494177032161721,0.3575466546411194,11.988212585449826,0.06277406495093223,0.3162996328031712,0.005297548883838705,0.15422390834080765,0.006363283356934988
Microwave,309,663.2053396098494,1047.0426649486285,0.6334081330318937,119.99996134512622,8.725358351885452,0.369872130298753,11.963978531316423,0.0734540725817444,0.3261795273655969,0.007548205230036009,0.15784518085405025,0.006688153662018858
Microwave,310,662.1723632858024,1050.2808262606895,0.6304717240657738,119.99871364623682,8.752434041559631,0.39574403909941414,11.199170371872167,0.07687766576620661,0.34935571535476784,0.008547161715727612,0.16891211779640303,0.007028202199402749
Microwave,311,696.3728298523774,1021.6008953893455,0.6816486095452967,120.00060578455161,8.513297818042034,0.3707264027265239,8.882574252217548,0.07993612743124684,0.3280884778071385,0.008635303513332542,0.15248759526162986,0.008899256406971298
Microwave,312,668.9773526015222,1005.7675203579917,0.6651411375497661,119.9997529486015,8.381413258315488,0.371812536636583,8.973426996381734,0.08034622136077338,0.3274091959522657,0.009273570193355786,0.15635249356828954,0.00775655657581042
Fan,313,65.12365019968992,69.1180907882259,0.9422084646294018,119.99978432731989,0.5759851251040128,0.01929619944722497,1.64934814910098,0.0008668184486961949,0.013146711155028818,0.0011160947692007742,0.014047001784373268,0.000438175793834965
Fan,314,64.92456017314063,68.91957105451624,0.9420337239444584,119.99982122013283,0.5743306144438933,0.01976809090353565,1.619276382994994,0.001114565776517573,0.012248402451685876,0.001129257805614922,0.015424439844268105,0.0005685338871276222
Fan,315,67.17028878550387,69.99107459495178,0.9596979211167681,119.99967269066595,0.5832605458464385,0.01989505411711566,1.577339675298762,0.0015473287680987035,0.012223279906637591,0.0009349778828948534,0.015570540407650482,0.0008333475280971489
Fan,316,63.984106377343515,68.33106631126005,0.9363838416611946,120.0001613892684,0.5694247867684191,0.020149264263393002,1.6332271120087791,0.0012572319348542148,0.012506657843368959,0.0009116508151988434,0.01571867837310376,0.0002962613727677988
Fan,317,41.658849978744,55.022795786564785,0.7571198333930547,119.99999252632963,0.45852332677847485,0.02013108709267801,2.2245324074707105,0.002683580563278975,0.013301216050998698,0.001397192588050753,0.01479781055096006,0.0004575699157770857
Heater,318,673.9716359849091,700.1049774217124,0.9626722530483286,120.0006633928566,5.834175892259178,0.020618765991562753,1.4637885723210584,0.001430603704312941,0.01696856702597988,0.00046690082389117324,0.011611319419974052,0.000337464203793792
Heater,319,718.7206004146132,722.318241192497,0.9950193134096346,119.99903542621583,6.019367060968011,0.0210199141298568,1.4038020799218554,0.0002646026603732681,0.016960244371369355,0.0001925074014579952,0.012412697400304184,6.906859616878549e-05
Heater,320,666.4802167020101,696.5115708575283,0.9568831941750165,119.99978392959234,5.804273541577322,0.02051131149511876,1.4764982970928497,0.0007270502181215223,0.016627432691561278,0.0008239686841340138,0.011950465337515623,0.00047035427299406364
Heater,321,656.4216595685918,691.9649118688136,0.9486343141240661,120.00054302116932,5.766348171830722,0.020807040860862717,1.5000828500533927,0.00029984056807537065,0.016598102129652258,0.0005586760565922349,0.012524204563613433,0.00042217511240633533
Heater,322,670.7699652636372,698.6054150342223,0.9601556913651728,119.99990595628073,5.82171635441734,0.01950584637420015,1.456615108629543,0.0013607225599343447,0.015767470456187628,0.00030671376707019134,0.011393924952538255,0.0003126549904429591
Laptop,323,54.07701397741861,60.040517015330884,0.9006753550041959,119.99952203973214,0.5003396346483057,0.28601905675844674,2.5182894033283376,0.0011111780073085442,0.2765579139089815,0.0013068630746792987,0.07293585261755618,0.00019969625482710359
Laptop,324,53.25856734481522,59.243269748626325,0.8989808896570927,120.00039863268418,0.493692274556248,0.2891797629501943,2.471174986678876,0.0006448991349698442,0.28038508291366443,0.001143090498837522,0.07076291175306852,0.0001683712349161872
Laptop,325,47.90754766248936,53.42952697115141,0.8966492944688884,120.00173133755018,0.4452396342587816,0.31570602685030896,1.9090843101042618,0.000577422456712781,0.30963857951922097,0.0013010655538055378,0.061580745244776844,0.0001763228746481928
Laptop,326,47.8318870288,53.539521437111205,0.8933939965261825,120.00022639570729,0.44616183689988814,0.3110756639739356,2.4430596923613153,0.0007516302328879605,0.30463629544019205,0.0008781745250492454,0.06295354722639536,0.0005576472105849075
Laptop,327,44.84974606609678,50.30732325438878,0.8915152539383839,119.999279082072,0.419230212374707,0.3254426457279086,1.9321126581307169,0.0004844274808470247,0.3195867514095674,0.001269507858864321,0.06144258425442963,0.0004318585530020891
Microwave,328,748.9563351501121,1166.3072470817096,0.6421604058657121,119.99968164440492,9.719252843835271,0.14985125139630198,2.6205718082697183,0.04709974291437665,0.12945414784852763,0.02344737195444497,0.05383839820823428,0.005502998641683968
Microwave,329,739.1168376392869,1162.797863191019,0.6356365633584488,119.99952111518412,9.690020863290632,0.13275153495203873,4.650144786654059,0.0493104513892975,0.1109259202278614,0.025513860855670558,0.04690241177440588,0.0060080205966503665
Microwave,330,687.1665019502927,1119.7989707984732,0.6136516641556728,119.99902037857996,9.331734269710417,0.1753047724341153,2.718680072400656,0.04413378142386092,0.15169698370381948,0.023317138816602186,0.0720495112052635,0.006097268491780817
Microwave,331,798.4383026738277,1206.8994366079644,0.6615615837205693,120.00025400467007,10.05747401635496,0.160847752128273,4.400707367279956,0.045396715856713475,0.14022372332400618,0.024210356874608308,0.05946012672555902,0.005176574261063481
Microwave,332,747.3897112746155,1161.7347039260958,0.6433394033498383,120.00061229544256,9.681073135409465,0.16512454869315296,2.634005511923185,0.04736214370827224,0.1428187892120793,0.020937513186696708,0.06447643708833818,0.005490626049963895
Fridge,333,477.5218490027111,749.5835080643639,0.6370495666797783,119.99914873020715,6.246573546531107,0.04628048670824098,1.9754830241057098,0.0028435752928908367,0.044327649951097677,0.001020811131691304,0.012943755407246018,0.000523564617870128
Fridge,334,26.379144478444445,31.94185439622881,0.8258488737447529,119.99923776333434,0.26618381076074316,0.016842811683903294,8.18982940310924,0.006143130602703048,0.008026098004655794,0.009063954629963105,0.009263041913073264,0.003683039997046092
Microwave,335,527.7827203223703,841.552268948638,0.6271538201444529,119.99921393033168,7.01298151367242,0.3032882825155962,3.2981692529640987,0.020171346347209667,0.268433002042749,0.02049146801462417,0.13808730406542377,0.005711278899455514
Microwave,336,649.9159170733975,905.5450027031713,0.7177069224978468,120.00039324670391,7.546183626594442,0.23715593205578606,2.695402206794608,0.01563880617100203,0.2066914343205239,0.02042593734095414,0.11319680163638274,0.006802941448801362
Microwave,337,638.9721007642383,902.6031553240311,0.7079214126332738,119.99910005608194,7.521749370638587,0.33801508543670994,3.2120187484987746,0.018346735421915904,0.3013173316449783,0.016642259673990033,0.15097784975840875,0.007361046648780584
Microwave,338,360.2624531421334,742.2472738765963,0.4853671624289852,120.00101842793596,6.185341454600546,0.5007779728838081,3.653799901893941,0.040661799975602445,0.4609434175982992,0.02397130503318925,0.18993092751458204,0.0028251070097504915
Microwave,339,640.6723179979296,901.0391424617169,0.7110371656524902,120.00019154055653,7.508647535426577,0.3754723888050144,2.7208628323022412,0.021765566676296567,0.3451799480499785,0.013823506787149773,0.14528428717184866,0.0076134675077262366
Incandescent Light Bulb,340,30.053576978878787,34.27306852022954,0.8768860880122181,120.00125473125254,0.28560591801298585,0.016505511064983,13.690192511424856,0.004705766058804728,0.008482071098606426,0.008261991855980427,0.010024932489353273,0.0030955371666134984
Incandescent Light Bulb,341,32.30069467470834,35.51065276429193,0.9096057706714027,120.00021576852251,0.2959215742810923,0.01639082894417852,15.848793760285375,0.006513193108808356,0.005633486416698902,0.0032703455154001857,0.013352046828545898,0.0023514050046259728
Incandescent Light Bulb,342,31.24551601019418,34.923296509224,0.8946897668134381,120.00002715961735,0.29102740504192537,0.015941072161080823,8.006118872771932,0.0006571281265330237,0.0037287988487333767,0.001482495822053431,0.015274852078142517,0.002064733286468067
Incandescent Light Bulb,343,32.38187864257407,35.53542193606933,0.9112563430604904,119.99922704607452,0.2961304235936892,0.018109970798562774,16.54676321512689,0.008099763486842671,0.012295021786938578,0.0038821844163344013,0.009002362511067799,0.0038837387164437024
